2.00000,9.34556,9.28844,9.29837,9.30330,9.29777,9.30709,9.27892,9.29562,9.29019,9.26498
3.00000,3.34341,3.34541,3.35101,3.35005,3.34505,3.36588,3.35827,3.35937,3.34180,3.35068
4.00000,1.44234,1.28424,1.28180,1.28118,1.28015,1.28461,1.28674,1.28206,1.28922,1.28882
5.00000,0.96672,0.91743,0.96193,0.97892,0.97738,0.95080,0.88113,0.87383,0.87277,0.86960
6.00000,0.86150,0.84047,0.80686,0.86376,0.86305,0.85683,0.85029,0.85525,0.85416,0.85302
7.00000,0.78018,0.73113,0.69693,0.69304,0.69503,0.69255,0.69449,0.69335,0.69259,0.69007
8.00000,0.84442,0.78806,0.75059,0.75053,0.75138,0.75184,0.75255,0.75246,0.75108,0.75245
9.00000,0.74025,0.73949,0.70984,0.65249,0.65514,0.65755,0.65862,0.65854,0.65672,0.65952
10.00000,0.74952,0.73182,0.67200,0.67063,0.67358,0.67009,0.67266,0.66878,0.66945,0.67389
11.00000,0.70821,0.70870,0.70699,0.70610,0.71206,0.71170,0.70948,0.70992,0.70864,0.71113
12.00000,0.63065,0.62880,0.59669,0.56316,0.56329,0.56327,0.64614,0.58346,0.57504,0.57361
13.00000,0.64541,0.61755,0.57195,0.57009,0.56805,0.56870,0.56924,0.57190,0.57322,0.57056
14.00000,0.71475,0.70774,0.68518,0.71471,0.64022,0.62291,0.65804,0.68318,0.68424,0.68102
15.00000,0.77422,0.67842,0.65028,0.64800,0.65118,0.66264,0.67721,0.68155,0.67892,0.65073
16.00000,0.74616,0.69348,0.70797,0.70087,0.70056,0.70080,0.70103,0.70506,0.63748,0.63784
17.00000,0.73320,0.74634,0.78169,0.74893,0.73633,0.73191,0.73253,0.73434,0.68178,0.65469
18.00000,0.66229,0.65352,0.61943,0.58393,0.58733,0.59009,0.58653,0.58957,0.58476,0.58820
19.00000,0.76008,0.71293,0.72066,0.71394,0.71367,0.72025,0.72009,0.71864,0.70817,0.66328
20.00000,0.73714,0.74013,0.73763,0.69442,0.65663,0.65815,0.65679,0.65884,0.65960,0.65521
21.00000,0.72820,0.72987,0.67934,0.67866,0.67915,0.64775,0.60411,0.60707,0.60597,0.60604
22.00000,0.57411,0.57471,0.57474,0.57319,0.54806,0.51152,0.50797,0.51084,0.51284,0.57345
23.00000,0.58137,0.57956,0.58086,0.58220,0.57966,0.57895,0.53249,0.51662,0.51893,0.52006
24.00000,0.59171,0.59044,0.58230,0.52382,0.52447,0.52520,0.52663,0.52648,0.52839,0.52757
25.00000,0.68120,0.67535,0.67604,0.67626,0.63987,0.59700,0.59554,0.59610,0.60100,0.60640
26.00000,0.55803,0.59182,0.61785,0.61789,0.61750,0.62215,0.61696,0.59545,0.54973,0.57657
27.00000,0.67862,0.67695,0.67661,0.60647,0.60892,0.61052,0.61024,0.61023,0.60861,0.60551
28.00000,0.69768,0.68015,0.68156,0.67952,0.67673,0.67793,0.67742,0.67928,0.68118,0.67996
29.00000,0.72345,0.71023,0.64513,0.64454,0.64782,0.64556,0.64477,0.64551,0.64428,0.64108
30.00000,0.47551,0.43342,0.47787,0.48312,0.47759,0.47634,0.47632,0.46312,0.42747,0.42853
31.00000,0.45503,0.45339,0.45340,0.45377,0.43025,0.40476,0.40730,0.40806,0.40784,0.40751
32.00000,0.40260,0.40268,0.43219,0.40276,0.42290,0.41468,0.43241,0.43121,0.45454,0.45677
33.00000,0.43957,0.44161,0.43770,0.43331,0.43316,0.43375,0.41830,0.38299,0.38240,0.38918
34.00000,0.45300,0.47375,0.45734,0.47503,0.48158,0.46883,0.45349,0.45243,0.45260,0.45266
35.00000,0.45884,0.45798,0.45984,0.46238,0.46239,0.45619,0.45593,0.42390,0.41011,0.41186
36.00000,0.44931,0.44760,0.44762,0.42796,0.39816,0.39952,0.43435,0.47616,0.45203,0.41431
37.00000,0.43473,0.43357,0.43241,0.43265,0.40893,0.38829,0.38932,0.48930,0.48900,0.38682
38.00000,0.38319,0.41852,0.42721,0.42842,0.42693,0.42660,0.42740,0.43015,0.42943,0.43060
39.00000,0.46228,0.45300,0.45197,0.45207,0.43904,0.40710,0.40897,0.40750,0.40698,0.40825
40.00000,0.45131,0.45101,0.45575,0.42218,0.39953,0.40422,0.40229,0.40477,0.40484,0.40232
41.00000,0.44845,0.44714,0.46779,0.47672,0.47586,0.48342,0.41191,0.40739,0.39861,0.40217
42.00000,0.40458,0.40468,0.42197,0.48176,0.46389,0.45409,0.45191,0.43369,0.45102,0.45334
43.00000,0.45438,0.45020,0.44747,0.44771,0.42915,0.39222,0.39777,0.40278,0.43177,0.44915
44.00000,0.48280,0.43452,0.45797,0.48416,0.44951,0.44908,0.44794,0.46068,0.45212,0.44898
45.00000,0.47954,0.47012,0.46746,0.46939,0.46758,0.46892,0.47094,0.46972,0.42782,0.42273
46.00000,0.44768,0.44679,0.44575,0.44585,0.44620,0.44658,0.40762,0.39857,0.40005,0.40024
47.00000,0.44811,0.44743,0.44676,0.44633,0.42519,0.39942,0.39844,0.40042,0.40067,0.40244
48.00000,0.46946,0.46691,0.46856,0.47431,0.45935,0.47583,0.45798,0.46406,0.45798,0.45180
49.00000,0.47471,0.47221,0.47477,0.48239,0.41144,0.42987,0.45373,0.45095,0.45186,0.45354
50.00000,0.47291,0.46208,0.45423,0.44594,0.44955,0.44525,0.44564,0.44727,0.44690,0.44662
